State,Year,Price,President
Guanajuato,2001,657506.762,Vicente Fox
Guerrero,2001,258793.422,Vicente Fox
Hidalgo,2001,334079.072,Vicente Fox
Jalisco,2001,1237977.396,Vicente Fox
México,2001,1571190.184,Vicente Fox
Michoacán de Ocampo,2001,440699.835,Vicente Fox
Morelos,2001,214338.523,Vicente Fox
Nayarit,2001,119642.886,Vicente Fox
Nuevo León,2001,1213057.555,Vicente Fox
Oaxaca,2001,358564.555,Vicente Fox
Puebla,2001,573874.347,Vicente Fox
Querétaro,2001,368073.905,Vicente Fox
Quintana Roo,2001,189902.126,Vicente Fox
San Luis Potosí,2001,307856.591,Vicente Fox
Sinaloa,2001,383669.662,Vicente Fox
Sonora,2001,573834.854,Vicente Fox
Tabasco,2001,417100.655,Vicente Fox
Tamaulipas,2001,538197.19,Vicente Fox
Tlaxcala,2001,116176.586,Vicente Fox
Veracruz de Ignacio de la Llave,2001,882374.528,Vicente Fox
Yucatán,2001,237095.381,Vicente Fox
Zacatecas,2001,129056.61,Vicente Fox
Aguascalientes,2002,174918.428,Vicente Fox
Baja California,2002,696088.199,Vicente Fox
Baja California Sur,2002,97301.797,Vicente Fox
Campeche,2002,913435.104,Vicente Fox
Coahuila de Zaragoza,2002,693560.014,Vicente Fox
Colima,2002,109196.395,Vicente Fox
Chiapas,2002,312380.021,Vicente Fox
Chihuahua,2002,545694.429,Vicente Fox
Ciudad de México,2002,2893524.309,Vicente Fox
Durango,2002,218739.592,Vicente Fox
Guanajuato,2002,687741.364,Vicente Fox
Guerrero,2002,256700.551,Vicente Fox
Hidalgo,2002,331453.157,Vicente Fox
Jalisco,2002,1224880.475,Vicente Fox
México,2002,1538761.635,Vicente Fox
Michoacán de Ocampo,2002,434174.053,Vicente Fox
Morelos,2002,208522.438,Vicente Fox
Nayarit,2002,116345.763,Vicente Fox
Nuevo León,2002,1238800.332,Vicente Fox
Oaxaca,2002,362128.852,Vicente Fox
Puebla,2002,562578.599,Vicente Fox
Querétaro,2002,361864.277,Vicente Fox
Quintana Roo,2002,188918.367,Vicente Fox
San Luis Potosí,2002,307862.796,Vicente Fox
Sinaloa,2002,370366.756,Vicente Fox
Sonora,2002,527470.594,Vicente Fox
Tabasco,2002,395538.825,Vicente Fox
Tamaulipas,2002,558158.706,Vicente Fox
Tlaxcala,2002,112954.382,Vicente Fox
Veracruz de Ignacio de la Llave,2002,876026.947,Vicente Fox
Yucatán,2002,234921.506,Vicente Fox
Zacatecas,2002,138591.099,Vicente Fox
Aguascalientes,2003,176576.721,Vicente Fox
Baja California,2003,682996.928,Vicente Fox
Baja California Sur,2003,102696.425,Vicente Fox
Campeche,2003,986877.724,Vicente Fox
Coahuila de Zaragoza,2003,725622.352,Vicente Fox
Colima,2003,106240.461,Vicente Fox
Chiapas,2003,314665.411,Vicente Fox
Chihuahua,2003,559444.758,Vicente Fox
Ciudad de México,2003,2842788.554,Vicente Fox
Durango,2003,231278.924,Vicente Fox
Guanajuato,2003,708927.872,Vicente Fox
Guerrero,2003,254042.54,Vicente Fox
Hidalgo,2003,331525.317,Vicente Fox
Jalisco,2003,1212171.197,Vicente Fox
México,2003,1533475.171,Vicente Fox
Michoacán de Ocampo,2003,448524.814,Vicente Fox
Morelos,2003,217613.142,Vicente Fox
Nayarit,2003,112071.423,Vicente Fox
Nuevo León,2003,1289662.122,Vicente Fox
Oaxaca,2003,362456.15,Vicente Fox
Puebla,2003,576613.125,Vicente Fox
Querétaro,2003,361413.518,Vicente Fox
Quintana Roo,2003,196536.479,Vicente Fox
San Luis Potosí,2003,321098.785,Vicente Fox
Sinaloa,2003,371316.275,Vicente Fox
Sonora,2003,510814.148,Vicente Fox
Tabasco,2003,396077.777,Vicente Fox
Tamaulipas,2003,582321.194,Vicente Fox
Tlaxcala,2003,111662.698,Vicente Fox
Veracruz de Ignacio de la Llave,2003,891802.541,Vicente Fox
Yucatán,2003,237526.365,Vicente Fox
Zacatecas,2003,142477.004,Vicente Fox
Aguascalientes,2004,182404.561,Vicente Fox
Baja California,2004,697268.689,Vicente Fox
Baja California Sur,2004,110723.357,Vicente Fox
Campeche,2004,998062.315,Vicente Fox
Coahuila de Zaragoza,2004,738323.009,Vicente Fox
Colima,2004,107179.093,Vicente Fox
Chiapas,2004,304083.364,Vicente Fox
Chihuahua,2004,577532.784,Vicente Fox
Ciudad de México,2004,2962342.214,Vicente Fox
Durango,2004,242836.198,Vicente Fox
Guanajuato,2004,728133.105,Vicente Fox
Guerrero,2004,265397.24,Vicente Fox
Hidalgo,2004,357756.18,Vicente Fox
Jalisco,2004,1246901.39,Vicente Fox
México,2004,1567254.003,Vicente Fox
Michoacán de Ocampo,2004,459993.952,Vicente Fox
Morelos,2004,224157.81,Vicente Fox
Nayarit,2004,128877.88,Vicente Fox
Nuevo León,2004,1335507.839,Vicente Fox
Oaxaca,2004,369439.028,Vicente Fox
Puebla,2004,592032.266,Vicente Fox
Querétaro,2004,384867.517,Vicente Fox
Quintana Roo,2004,213011.75,Vicente Fox
San Luis Potosí,2004,352876.293,Vicente Fox
Sinaloa,2004,396222.844,Vicente Fox
Sonora,2004,533388.519,Vicente Fox
Tabasco,2004,410827.401,Vicente Fox
Tamaulipas,2004,609099.706,Vicente Fox
Tlaxcala,2004,116474.385,Vicente Fox
Veracruz de Ignacio de la Llave,2004,931125.824,Vicente Fox
Yucatán,2004,246929.64,Vicente Fox
Zacatecas,2004,146477.354,Vicente Fox
Aguascalientes,2005,185650.542,Vicente Fox
Baja California,2005,716802.171,Vicente Fox
Baja California Sur,2005,117708.462,Vicente Fox
Campeche,2005,985831.295,Vicente Fox
Coahuila de Zaragoza,2005,751258.283,Vicente Fox
Colima,2005,107631.263,Vicente Fox
Chiapas,2005,310293.582,Vicente Fox
Chihuahua,2005,592161.222,Vicente Fox
Ciudad de México,2005,2991075.244,Vicente Fox
Durango,2005,235761.599,Vicente Fox
Guanajuato,2005,731639.285,Vicente Fox
Guerrero,2005,272647.21,Vicente Fox
Hidalgo,2005,353466.254,Vicente Fox
Jalisco,2005,1274855.822,Vicente Fox
México,2005,1617553.74,Vicente Fox
Michoacán de Ocampo,2005,461303.857,Vicente Fox
Morelos,2005,235326.288,Vicente Fox
Nayarit,2005,135701.452,Vicente Fox
Nuevo León,2005,1368861.991,Vicente Fox
Oaxaca,2005,376461.041,Vicente Fox
Puebla,2005,621212.047,Vicente Fox
Querétaro,2005,403091.741,Vicente Fox
Quintana Roo,2005,220251.865,Vicente Fox
San Luis Potosí,2005,366859.435,Vicente Fox
Sinaloa,2005,393983.567,Vicente Fox
Sonora,2005,559241.969,Vicente Fox
Tabasco,2005,443012.195,Vicente Fox
Tamaulipas,2005,638372.449,Vicente Fox
Tlaxcala,2005,111972.309,Vicente Fox
Veracruz de Ignacio de la Llave,2005,940665.082,Vicente Fox
Yucatán,2005,258320.6,Vicente Fox
Zacatecas,2005,150277.013,Vicente Fox
Aguascalientes,2006,200318.265,Vicente Fox
Baja California,2006,772686.808,Vicente Fox
Baja California Sur,2006,126685.37,Vicente Fox
Campeche,2006,959641.063,Vicente Fox
Coahuila de Zaragoza,2006,798549.101,Vicente Fox
Colima,2006,114843.833,Vicente Fox
Chiapas,2006,321113.546,Vicente Fox
Chihuahua,2006,635597.824,Vicente Fox
Ciudad de México,2006,3134225.217,Vicente Fox
Durango,2006,241373.384,Vicente Fox
Guanajuato,2006,769496.263,Vicente Fox
Guerrero,2006,280082.837,Vicente Fox
Hidalgo,2006,349080.409,Vicente Fox
Jalisco,2006,1340006.101,Vicente Fox
México,2006,1710985.648,Vicente Fox
Michoacán de Ocampo,2006,485161.704,Vicente Fox
Morelos,2006,232043.608,Vicente Fox
Nayarit,2006,135896.556,Vicente Fox
Nuevo León,2006,1469583.898,Vicente Fox
Oaxaca,2006,380271.447,Vicente Fox
Puebla,2006,650292.566,Vicente Fox
Querétaro,2006,427146.948,Vicente Fox
Quintana Roo,2006,234332.557,Vicente Fox
San Luis Potosí,2006,377360.11,Vicente Fox
Sinaloa,2006,411251.1,Vicente Fox
Sonora,2006,605738.979,Vicente Fox
Tabasco,2006,478124.997,Vicente Fox
Tamaulipas,2006,657147.376,Vicente Fox
Tlaxcala,2006,117236.121,Vicente Fox
Veracruz de Ignacio de la Llave,2006,992039.256,Vicente Fox
Yucatán,2006,270589.952,Vicente Fox
Zacatecas,2006,159901.098,Vicente Fox
Aguascalientes,2007,219091.899,Felipe Calderón
Baja California,2007,778767.048,Felipe Calderón
Baja California Sur,2007,137545.255,Felipe Calderón
Campeche,2007,897799.855,Felipe Calderón
Coahuila de Zaragoza,2007,819995.32,Felipe Calderón
Colima,2007,122046.013,Felipe Calderón
Chiapas,2007,324676.532,Felipe Calderón
Chihuahua,2007,664331.063,Felipe Calderón
Ciudad de México,2007,3142463.801,Felipe Calderón
Durango,2007,248235.605,Felipe Calderón
Guanajuato,2007,778043.648,Felipe Calderón
Guerrero,2007,287333.396,Felipe Calderón
Hidalgo,2007,359175.954,Felipe Calderón
Jalisco,2007,1380125.917,Felipe Calderón
México,2007,1755709.482,Felipe Calderón
Michoacán de Ocampo,2007,499362.052,Felipe Calderón
Morelos,2007,237033.907,Felipe Calderón
Nayarit,2007,133768.031,Felipe Calderón
Nuevo León,2007,1532409.515,Felipe Calderón
Oaxaca,2007,378474.41,Felipe Calderón
Puebla,2007,674599.97,Felipe Calderón
Querétaro,2007,451359.319,Felipe Calderón
Quintana Roo,2007,253901.251,Felipe Calderón
San Luis Potosí,2007,382599.136,Felipe Calderón
Sinaloa,2007,431732.231,Felipe Calderón
Sonora,2007,614338.181,Felipe Calderón
Tabasco,2007,490366.571,Felipe Calderón
Tamaulipas,2007,670947.628,Felipe Calderón
Tlaxcala,2007,118240.101,Felipe Calderón
Veracruz de Ignacio de la Llave,2007,1024390.917,Felipe Calderón
Yucatán,2007,276668.944,Felipe Calderón
Zacatecas,2007,165494.332,Felipe Calderón
Aguascalientes,2008,218472.947,Felipe Calderón
Baja California,2008,756707.319,Felipe Calderón
Baja California Sur,2008,142084.054,Felipe Calderón
Campeche,2008,828677.168,Felipe Calderón
Coahuila de Zaragoza,2008,806977.054,Felipe Calderón
Colima,2008,124498.006,Felipe Calderón
Chiapas,2008,337160.578,Felipe Calderón
Chihuahua,2008,696713.272,Felipe Calderón
Ciudad de México,2008,3183429.429,Felipe Calderón
Durango,2008,261332.532,Felipe Calderón
Guanajuato,2008,798104.41,Felipe Calderón
Guerrero,2008,288164.177,Felipe Calderón
Hidalgo,2008,370254.812,Felipe Calderón
Jalisco,2008,1408019.743,Felipe Calderón
México,2008,1766743.793,Felipe Calderón
Michoacán de Ocampo,2008,511751.728,Felipe Calderón
Morelos,2008,231184.487,Felipe Calderón
Nayarit,2008,143531.322,Felipe Calderón
Nuevo León,2008,1531655.04,Felipe Calderón
Oaxaca,2008,388520.309,Felipe Calderón
Puebla,2008,674193.135,Felipe Calderón
Querétaro,2008,451687.485,Felipe Calderón
Quintana Roo,2008,266797.067,Felipe Calderón
San Luis Potosí,2008,396936.763,Felipe Calderón
Sinaloa,2008,452116.581,Felipe Calderón
Sonora,2008,623269.542,Felipe Calderón
Tabasco,2008,510292.455,Felipe Calderón
Tamaulipas,2008,686326.364,Felipe Calderón
Tlaxcala,2008,119841.564,Felipe Calderón
Veracruz de Ignacio de la Llave,2008,1013361.517,Felipe Calderón
Yucatán,2008,280991.471,Felipe Calderón
Zacatecas,2008,172265.574,Felipe Calderón
Aguascalientes,2009,201960.396,Felipe Calderón
Baja California,2009,658790.712,Felipe Calderón
Baja California Sur,2009,134464.676,Felipe Calderón
Campeche,2009,753908.784,Felipe Calderón
Coahuila de Zaragoza,2009,647795.108,Felipe Calderón
Colima,2009,118472.235,Felipe Calderón
Chiapas,2009,332432.799,Felipe Calderón
Chihuahua,2009,626309.624,Felipe Calderón
Ciudad de México,2009,3008811.766,Felipe Calderón
Durango,2009,256632.613,Felipe Calderón
Guanajuato,2009,761825.927,Felipe Calderón
Guerrero,2009,282203.097,Felipe Calderón
Hidalgo,2009,354594.237,Felipe Calderón
Jalisco,2009,1315481.838,Felipe Calderón
México,2009,1656805.177,Felipe Calderón
Michoacán de Ocampo,2009,491327.01,Felipe Calderón
Morelos,2009,222778.287,Felipe Calderón
Nayarit,2009,134902.594,Felipe Calderón
Nuevo León,2009,1411038.652,Felipe Calderón
Oaxaca,2009,385689.529,Felipe Calderón
Puebla,2009,624404.773,Felipe Calderón
Querétaro,2009,430538.218,Felipe Calderón
Quintana Roo,2009,243054.262,Felipe Calderón
San Luis Potosí,2009,372395.45,Felipe Calderón
Sinaloa,2009,437071.056,Felipe Calderón
Sonora,2009,574217.794,Felipe Calderón
Tabasco,2009,523308.944,Felipe Calderón
Tamaulipas,2009,630178.749,Felipe Calderón
Tlaxcala,2009,114299.182,Felipe Calderón
Veracruz de Ignacio de la Llave,2009,996543.788,Felipe Calderón
Yucatán,2009,272887.758,Felipe Calderón
Zacatecas,2009,180057.64,Felipe Calderón
Aguascalientes,2010,219912.906,Felipe Calderón
Baja California,2010,686065.865,Felipe Calderón
Baja California Sur,2010,138668.832,Felipe Calderón
Campeche,2010,730232.324,Felipe Calderón
Coahuila de Zaragoza,2010,775118.743,Felipe Calderón
Colima,2010,125595.851,Felipe Calderón
Chiapas,2010,355978.857,Felipe Calderón
Chihuahua,2010,647629.946,Felipe Calderón
Ciudad de México,2010,3125716.691,Felipe Calderón
Durango,2010,261476.686,Felipe Calderón
Guanajuato,2010,812725.516,Felipe Calderón
Guerrero,2010,290708.028,Felipe Calderón
Hidalgo,2010,358637.296,Felipe Calderón
Jalisco,2010,1393675.357,Felipe Calderón
México,2010,1773209.581,Felipe Calderón
Michoacán de Ocampo,2010,502494.794,Felipe Calderón
Morelos,2010,232495.234,Felipe Calderón
Nayarit,2010,137487.191,Felipe Calderón
Nuevo León,2010,1509564.271,Felipe Calderón
Oaxaca,2010,379991.321,Felipe Calderón
Puebla,2010,671261.179,Felipe Calderón
Querétaro,2010,470414.969,Felipe Calderón
Quintana Roo,2010,255104.161,Felipe Calderón
San Luis Potosí,2010,393802.13,Felipe Calderón
Sinaloa,2010,441733.31,Felipe Calderón
Sonora,2010,595753.065,Felipe Calderón
Tabasco,2010,548305.605,Felipe Calderón
Tamaulipas,2010,642628.688,Felipe Calderón
Tlaxcala,2010,121829.162,Felipe Calderón
Veracruz de Ignacio de la Llave,2010,1029013.319,Felipe Calderón
Yucatán,2010,283033.049,Felipe Calderón
Zacatecas,2010,197186.988,Felipe Calderón
Aguascalientes,2011,230510.398,Felipe Calderón
Baja California,2011,698850.507,Felipe Calderón
Baja California Sur,2011,144956.375,Felipe Calderón
Campeche,2011,711663.191,Felipe Calderón
Coahuila de Zaragoza,2011,824838.467,Felipe Calderón
Colima,2011,133676.159,Felipe Calderón
Chiapas,2011,361270.255,Felipe Calderón
Chihuahua,2011,662042.787,Felipe Calderón
Ciudad de México,2011,3231440.239,Felipe Calderón
Durango,2011,273067.299,Felipe Calderón
Guanajuato,2011,854766.2,Felipe Calderón
Guerrero,2011,291758.339,Felipe Calderón
Hidalgo,2011,366544.301,Felipe Calderón
Jalisco,2011,1433185.382,Felipe Calderón
México,2011,1852646.107,Felipe Calderón
Michoacán de Ocampo,2011,522286.563,Felipe Calderón
Morelos,2011,241158.47,Felipe Calderón
Nayarit,2011,141214.937,Felipe Calderón
Nuevo León,2011,1558834.995,Felipe Calderón
Oaxaca,2011,385968.0,Felipe Calderón
Puebla,2011,707410.028,Felipe Calderón
Querétaro,2011,509818.258,Felipe Calderón
Quintana Roo,2011,268258.78,Felipe Calderón
San Luis Potosí,2011,416107.847,Felipe Calderón
Sinaloa,2011,452498.76,Felipe Calderón
Sonora,2011,648753.485,Felipe Calderón
Tabasco,2011,569065.838,Felipe Calderón
Tamaulipas,2011,647447.553,Felipe Calderón
Tlaxcala,2011,125891.351,Felipe Calderón
Veracruz de Ignacio de la Llave,2011,1047541.989,Felipe Calderón
Yucatán,2011,289260.514,Felipe Calderón
Zacatecas,2011,197227.212,Felipe Calderón
Aguascalientes,2012,242758.409,Felipe Calderón
Baja California,2012,726418.106,Felipe Calderón
Baja California Sur,2012,147269.702,Felipe Calderón
Campeche,2012,691262.004,Felipe Calderón
Coahuila de Zaragoza,2012,870634.531,Felipe Calderón
Colima,2012,135599.865,Felipe Calderón
Chiapas,2012,370237.305,Felipe Calderón
Chihuahua,2012,711480.757,Felipe Calderón
Ciudad de México,2012,3332208.721,Felipe Calderón
Durango,2012,286058.274,Felipe Calderón
Guanajuato,2012,892378.879,Felipe Calderón
Guerrero,2012,294551.278,Felipe Calderón
Hidalgo,2012,379811.021,Felipe Calderón
Jalisco,2012,1488616.797,Felipe Calderón
México,2012,1911401.717,Felipe Calderón
Michoacán de Ocampo,2012,531827.401,Felipe Calderón
Morelos,2012,248100.471,Felipe Calderón
Nayarit,2012,142897.855,Felipe Calderón
Nuevo León,2012,1621930.271,Felipe Calderón
Oaxaca,2012,386537.7,Felipe Calderón
Puebla,2012,747711.785,Felipe Calderón
Querétaro,2012,526760.646,Felipe Calderón
Quintana Roo,2012,280380.539,Felipe Calderón
San Luis Potosí,2012,437595.484,Felipe Calderón
Sinaloa,2012,466781.777,Felipe Calderón
Sonora,2012,681378.519,Felipe Calderón
Tabasco,2012,595176.484,Felipe Calderón
Tamaulipas,2012,676616.007,Felipe Calderón
Tlaxcala,2012,128974.598,Felipe Calderón
Veracruz de Ignacio de la Llave,2012,1084722.594,Felipe Calderón
Yucatán,2012,299649.182,Felipe Calderón
Zacatecas,2012,201298.32,Felipe Calderón
Aguascalientes,2013,251657.007,Peña Nieto
Baja California,2013,733753.711,Peña Nieto
Baja California Sur,2013,145215.69,Peña Nieto
Campeche,2013,692549.897,Peña Nieto
Coahuila de Zaragoza,2013,864429.383,Peña Nieto
Colima,2013,133729.296,Peña Nieto
Chiapas,2013,360620.977,Peña Nieto
Chihuahua,2013,732550.603,Peña Nieto
Ciudad de México,2013,3363394.325,Peña Nieto
Durango,2013,299615.205,Peña Nieto
Guanajuato,2013,931176.5,Peña Nieto
Guerrero,2013,299721.333,Peña Nieto
Hidalgo,2013,379719.808,Peña Nieto
Jalisco,2013,1514072.597,Peña Nieto
México,2013,1923371.619,Peña Nieto
Michoacán de Ocampo,2013,533525.806,Peña Nieto
Morelos,2013,258139.365,Peña Nieto
Nayarit,2013,145073.201,Peña Nieto
Nuevo León,2013,1611568.788,Peña Nieto
Oaxaca,2013,397816.027,Peña Nieto
Puebla,2013,735647.501,Peña Nieto
Querétaro,2013,522047.708,Peña Nieto
Quintana Roo,2013,289182.389,Peña Nieto
San Luis Potosí,2013,450257.199,Peña Nieto
Sinaloa,2013,465716.02,Peña Nieto
Sonora,2013,709513.53,Peña Nieto
Tabasco,2013,597199.661,Peña Nieto
Tamaulipas,2013,680107.018,Peña Nieto
Tlaxcala,2013,128120.564,Peña Nieto
Veracruz de Ignacio de la Llave,2013,1074459.351,Peña Nieto
Yucatán,2013,302445.463,Peña Nieto
Zacatecas,2013,196163.855,Peña Nieto
Aguascalientes,2014,277675.258,Peña Nieto
Baja California,2014,760856.967,Peña Nieto
Baja California Sur,2014,147613.684,Peña Nieto
Campeche,2014,685992.025,Peña Nieto
Coahuila de Zaragoza,2014,902863.241,Peña Nieto
Colima,2014,135090.725,Peña Nieto
Chiapas,2014,374691.487,Peña Nieto
Chihuahua,2014,753194.78,Peña Nieto
Ciudad de México,2014,3412110.198,Peña Nieto
Durango,2014,307939.663,Peña Nieto
Guanajuato,2014,978988.664,Peña Nieto
Guerrero,2014,320203.667,Peña Nieto
Hidalgo,2014,397901.378,Peña Nieto
Jalisco,2014,1567647.173,Peña Nieto
México,2014,1966749.107,Peña Nieto
Michoacán de Ocampo,2014,560341.417,Peña Nieto
Morelos,2014,259665.782,Peña Nieto
Nayarit,2014,145894.418,Peña Nieto
Nuevo León,2014,1666974.701,Peña Nieto
Oaxaca,2014,395065.139,Peña Nieto
Puebla,2014,747336.718,Peña Nieto
Querétaro,2014,542149.192,Peña Nieto
Quintana Roo,2014,300005.938,Peña Nieto
San Luis Potosí,2014,460034.176,Peña Nieto
Sinaloa,2014,465691.046,Peña Nieto
Sonora,2014,721989.413,Peña Nieto
Tabasco,2014,594889.244,Peña Nieto
Tamaulipas,2014,687652.552,Peña Nieto
Tlaxcala,2014,130495.959,Peña Nieto
Veracruz de Ignacio de la Llave,2014,1074852.021,Peña Nieto
Yucatán,2014,312685.721,Peña Nieto
Zacatecas,2014,211201.498,Peña Nieto
Aguascalientes,2015,294497.175,Peña Nieto
Baja California,2015,795080.747,Peña Nieto
Baja California Sur,2015,156072.034,Peña Nieto
Campeche,2015,700310.741,Peña Nieto
Coahuila de Zaragoza,2015,897702.095,Peña Nieto
Colima,2015,141029.129,Peña Nieto
Chiapas,2015,364001.282,Peña Nieto
Chihuahua,2015,803883.276,Peña Nieto
Ciudad de México,2015,3503520.113,Peña Nieto
Durango,2015,300289.376,Peña Nieto
Guanajuato,2015,1026150.188,Peña Nieto
Guerrero,2015,314103.695,Peña Nieto
Hidalgo,2015,413909.179,Peña Nieto
Jalisco,2015,1626750.813,Peña Nieto
México,2015,2007571.85,Peña Nieto
Michoacán de Ocampo,2015,573505.865,Peña Nieto
Morelos,2015,265750.876,Peña Nieto
Nayarit,2015,147428.811,Peña Nieto
Nuevo León,2015,1728163.992,Peña Nieto
Oaxaca,2015,401404.011,Peña Nieto
Puebla,2015,765649.97,Peña Nieto
Querétaro,2015,574578.187,Peña Nieto
Quintana Roo,2015,318607.819,Peña Nieto
San Luis Potosí,2015,480024.605,Peña Nieto
Sinaloa,2015,485181.193,Peña Nieto
Sonora,2015,760030.956,Peña Nieto
Tabasco,2015,553280.082,Peña Nieto
Tamaulipas,2015,712997.104,Peña Nieto
Tlaxcala,2015,137053.7,Peña Nieto
Veracruz de Ignacio de la Llave,2015,1082921.837,Peña Nieto
Yucatán,2015,322098.079,Peña Nieto
Zacatecas,2015,214605.466,Peña Nieto
Aguascalientes,2016,307395.841,Peña Nieto
Baja California,2016,828692.247,Peña Nieto
Baja California Sur,2016,163094.648,Peña Nieto
Campeche,2016,663239.242,Peña Nieto
Coahuila de Zaragoza,2016,901719.484,Peña Nieto
Colima,2016,140705.238,Peña Nieto
Chiapas,2016,369919.287,Peña Nieto
Chihuahua,2016,830488.509,Peña Nieto
Ciudad de México,2016,3571368.188,Peña Nieto
Durango,2016,305382.234,Peña Nieto
Guanajuato,2016,1064742.519,Peña Nieto
Guerrero,2016,313422.06,Peña Nieto
Hidalgo,2016,418466.27,Peña Nieto
Jalisco,2016,1676418.736,Peña Nieto
México,2016,2058752.802,Peña Nieto
Michoacán de Ocampo,2016,591409.519,Peña Nieto
Morelos,2016,274364.869,Peña Nieto
Nayarit,2016,152585.941,Peña Nieto
Nuevo León,2016,1743960.883,Peña Nieto
Oaxaca,2016,399767.903,Peña Nieto
Puebla,2016,781511.065,Peña Nieto
Querétaro,2016,576734.826,Peña Nieto
Quintana Roo,2016,339733.437,Peña Nieto
San Luis Potosí,2016,505856.104,Peña Nieto
Sinaloa,2016,507491.757,Peña Nieto
Sonora,2016,792034.337,Peña Nieto
Tabasco,2016,532828.921,Peña Nieto
Tamaulipas,2016,709959.659,Peña Nieto
Tlaxcala,2016,139167.799,Peña Nieto
Veracruz de Ignacio de la Llave,2016,1059514.085,Peña Nieto
Yucatán,2016,336107.728,Peña Nieto
Zacatecas,2016,216654.627,Peña Nieto
Aguascalientes,2017,314242.379,Peña Nieto
Baja California,2017,863600.649,Peña Nieto
Baja California Sur,2017,170784.403,Peña Nieto
Campeche,2017,595666.96,Peña Nieto
Coahuila de Zaragoza,2017,941581.763,Peña Nieto
Colima,2017,150360.096,Peña Nieto
Chiapas,2017,359734.408,Peña Nieto
Chihuahua,2017,851284.313,Peña Nieto
Ciudad de México,2017,3646318.179,Peña Nieto
Durango,2017,304646.657,Peña Nieto
Guanajuato,2017,1115370.824,Peña Nieto
Guerrero,2017,308568.037,Peña Nieto
Hidalgo,2017,416408.562,Peña Nieto
Jalisco,2017,1708140.018,Peña Nieto
México,2017,2166131.837,Peña Nieto
Michoacán de Ocampo,2017,610394.385,Peña Nieto
Morelos,2017,277402.793,Peña Nieto
Nayarit,2017,155110.355,Peña Nieto
Nuevo León,2017,1809343.556,Peña Nieto
Oaxaca,2017,358236.419,Peña Nieto
Puebla,2017,835368.657,Peña Nieto
Querétaro,2017,591415.259,Peña Nieto
Quintana Roo,2017,357116.771,Peña Nieto
San Luis Potosí,2017,540243.664,Peña Nieto
Sinaloa,2017,518703.286,Peña Nieto
Sonora,2017,784601.397,Peña Nieto
Tabasco,2017,502350.996,Peña Nieto
Tamaulipas,2017,709149.522,Peña Nieto
Tlaxcala,2017,143920.437,Peña Nieto
Veracruz de Ignacio de la Llave,2017,1032743.718,Peña Nieto
Yucatán,2017,349598.977,Peña Nieto
Zacatecas,2017,220568.037,Peña Nieto
Aguascalientes,2018,327926.307,Peña Nieto
Baja California,2018,878816.868,Peña Nieto
Baja California Sur,2018,184618.103,Peña Nieto
Campeche,2018,564591.056,Peña Nieto
Coahuila de Zaragoza,2018,966054.662,Peña Nieto
Colima,2018,153808.394,Peña Nieto
Chiapas,2018,353600.113,Peña Nieto
Chihuahua,2018,853322.804,Peña Nieto
Ciudad de México,2018,3694574.874,Peña Nieto
Durango,2018,308981.254,Peña Nieto
Guanajuato,2018,1120602.844,Peña Nieto
Guerrero,2018,317844.942,Peña Nieto
Hidalgo,2018,418630.444,Peña Nieto
Jalisco,2018,1754179.51,Peña Nieto
México,2018,2243797.97,Peña Nieto
Michoacán de Ocampo,2018,633756.559,Peña Nieto
Morelos,2018,273244.597,Peña Nieto
Nayarit,2018,155757.538,Peña Nieto
Nuevo León,2018,1909026.435,Peña Nieto
Oaxaca,2018,383159.646,Peña Nieto
Puebla,2018,849556.003,Peña Nieto
Querétaro,2018,611367.75,Peña Nieto
Quintana Roo,2018,377340.667,Peña Nieto
San Luis Potosí,2018,557795.952,Peña Nieto
Sinaloa,2018,527714.061,Peña Nieto
Sonora,2018,782097.739,Peña Nieto
Tabasco,2018,471565.25,Peña Nieto
Tamaulipas,2018,732093.584,Peña Nieto
Tlaxcala,2018,147752.939,Peña Nieto
Veracruz de Ignacio de la Llave,2018,1029905.4,Peña Nieto
Yucatán,2018,364797.901,Peña Nieto
Zacatecas,2018,228388.213,Peña Nieto
Aguascalientes,2019,329358.364,AMLO
Baja California,2019,893946.249,AMLO
Baja California Sur,2019,177860.75,AMLO
Campeche,2019,541962.926,AMLO
Coahuila de Zaragoza,2019,953384.334,AMLO
Colima,2019,161109.858,AMLO
Chiapas,2019,348914.392,AMLO
Chihuahua,2019,866861.299,AMLO
Ciudad de México,2019,3679917.346,AMLO
Durango,2019,309426.436,AMLO
Guanajuato,2019,1099063.445,AMLO
Guerrero,2019,317146.825,AMLO
Hidalgo,2019,409266.416,AMLO
Jalisco,2019,1767123.319,AMLO
México,2019,2209647.064,AMLO
Michoacán de Ocampo,2019,635628.201,AMLO
Morelos,2019,269686.001,AMLO
Nayarit,2019,157163.253,AMLO
Nuevo León,2019,1918825.006,AMLO
Oaxaca,2019,367363.646,AMLO
Puebla,2019,856910.727,AMLO
Querétaro,2019,609108.252,AMLO
Quintana Roo,2019,376757.268,AMLO
San Luis Potosí,2019,534391.92,AMLO
Sinaloa,2019,522342.467,AMLO
Sonora,2019,783103.494,AMLO
Tabasco,2019,445870.998,AMLO
Tamaulipas,2019,752813.525,AMLO
Tlaxcala,2019,147876.82,AMLO
Veracruz de Ignacio de la Llave,2019,1053328.002,AMLO
Yucatán,2019,365825.755,AMLO
Zacatecas,2019,219746.547,AMLO
Aguascalientes,2020,307125.683,AMLO
